id,order_id,price
400,55,46
401,28,26
402,39,37
403,41,13
404,58,31
405,25,8
406,48,22
407,39,20
408,29,29
409,13,31
410,8,35
411,13,34
412,30,42
413,19,33
414,42,45
415,54,13
416,1,21
417,36,26
418,10,16
419,30,10
420,27,13
421,25,22
422,43,9
423,9,7
424,21,9
425,43,34
426,58,28
427,49,5
428,33,10
429,9,35
430,11,16
431,14,18
432,59,39
433,56,37
434,21,10
435,38,48
436,47,26
437,22,12
438,11,30
439,5,42
440,40,35
441,58,13
442,2,40
443,6,9
444,57,21
445,34,7
446,54,19
447,10,29
448,25,18
449,43,8
450,33,9
451,58,12
452,11,49
453,13,33
454,4,7
455,50,35
456,40,25
457,51,41
458,34,20
459,48,28
460,45,37
461,51,34
462,29,7
463,41,43
464,7,38
465,40,33
466,31,15
467,5,38
468,35,32
469,24,31
470,29,21
471,5,8
472,18,27
473,24,41
474,52,32
475,10,37
476,46,49
477,47,22
478,14,19
479,9,28
480,52,36
481,59,10
482,4,43
483,13,25
484,23,39
485,6,17
486,25,9
487,59,43
488,50,40
489,14,26
490,31,42
491,40,34
492,47,16
493,23,47
494,56,7
495,1,29
496,47,5
497,56,36
498,36,31
499,57,8
500,22,15
501,18,27
502,14,21
503,14,11
504,58,47
505,44,39
506,1,23
507,33,13
508,46,20
509,43,38
510,47,37
511,52,10
512,45,6
513,51,43
514,2,31
515,20,17
516,41,24
517,54,29
518,5,10
519,33,12
520,4,20
521,57,47
522,43,19
523,56,15
524,35,48
525,6,13
526,22,18
527,59,26
528,4,26
529,36,13
530,17,38
531,12,34
532,42,14
533,26,20
534,10,12
535,48,7
536,3,5
537,3,41
538,41,28
539,21,38
540,30,10
541,35,11
542,50,6
543,47,10
544,44,33
545,28,18
546,42,49
547,36,42
548,4,40
549,20,23
550,56,11
551,46,27
552,29,13
553,37,18
554,9,31
555,10,26
556,48,48
557,29,5
558,1,33
559,28,21
560,52,33
561,6,18
562,20,35
563,46,13
564,39,13
565,10,10
566,32,34
567,45,45
568,49,27
569,24,41
570,10,13
571,53,5
572,56,31
573,36,18
574,7,9
575,40,43
576,36,36
577,14,27
578,12,49
579,26,49
580,56,30
581,41,38
582,9,38
583,53,37
584,8,28
585,55,5
586,39,42
587,29,10
588,13,34
589,15,38
590,9,40
591,59,45
592,10,24
593,3,28
594,34,34
595,43,38
596,27,36
597,24,35
598,28,29
599,36,37
600,29,12
601,3,16
602,42,8
603,16,43
604,10,6
605,59,9
606,49,18
607,39,20
608,55,14
609,9,9
610,8,10
611,10,29
612,11,27
613,22,43
614,42,31
615,53,37
616,41,14
617,41,33
618,14,39
619,12,20
620,1,44
621,8,38
622,1,13
623,44,16
624,9,9
625,10,13
626,12,22
627,14,26
628,39,23
629,42,19
630,14,25
631,41,32
632,18,9
633,3,27
634,26,43
635,44,21
636,0,33
637,48,17
638,51,14
639,17,12
640,23,39
641,3,40
642,34,36
643,20,37
644,5,26
645,48,26
646,41,26
647,18,37
648,11,44
649,16,26
650,16,12
651,5,14
652,1,25
653,10,25
654,35,6
655,34,38
656,11,25
657,34,36
658,16,8
659,51,37
660,55,10
661,26,13
662,28,20
663,58,31
664,4,20
665,49,14
666,30,37
667,1,43
668,0,30
669,55,42
670,9,11
671,0,47
672,17,10
673,54,11
674,12,19
675,57,21
676,49,48
677,9,23
678,27,11
679,28,12
680,47,24
681,19,16
682,22,17
683,42,35
684,37,22
685,22,13
686,5,8
687,30,8
688,1,36
689,20,38
690,30,26
691,41,46
692,54,16
693,55,14
694,24,26
695,14,28
696,6,25
697,13,12
698,45,32
699,31,45
700,49,38
701,50,15
702,43,6
703,53,18
704,4,24
705,7,6
706,31,46
707,32,23
708,37,22
709,41,21
710,38,40
711,17,14
712,34,41
713,38,48
714,2,48
715,21,28
716,45,10
717,31,5
718,22,40
719,9,35
720,56,44
721,26,19
722,49,11
723,57,40
724,17,31
725,34,16
726,2,8
727,29,6
728,56,36
729,49,25
730,51,30
731,7,12
732,7,25
733,43,24
734,35,25
735,10,13
736,45,34
737,56,10
738,48,16
739,27,34
740,48,27
741,13,16
742,44,29
743,7,34
744,44,13
745,20,46
746,47,38
747,12,12
748,55,26
749,49,24
750,29,28
751,23,15
752,11,46
753,36,43
754,8,28
755,6,5
756,36,10
757,35,5
758,15,12
759,18,27
760,50,27
761,1,48
762,56,39
763,29,15
764,24,25
765,12,44
766,52,18
767,26,10
768,43,13
769,47,21
770,5,48
771,58,49
772,36,49
773,15,8
774,43,13
775,43,22
776,55,45
777,35,22
778,18,15
779,36,10
780,22,27
781,40,16
782,10,18
783,39,28
784,45,26
785,37,28
786,9,45
787,2,30
788,41,11
789,54,23
790,29,9
791,49,35
792,4,12
793,8,7
794,23,34
795,33,11
796,6,34
797,20,22
798,2,16
799,14,46
800,8,47
801,45,48
802,50,40
803,32,7
804,4,35
805,10,45
806,32,42
807,6,49
808,27,26
809,42,18
810,27,38
811,23,6
812,20,38
813,36,6
814,15,11
815,42,10
816,42,15
817,42,48
818,52,13
819,26,41
820,47,39
821,41,7
822,22,20
823,44,19
824,53,27
825,21,35
826,5,41
827,32,15
828,21,5
829,8,48
830,45,11
831,50,49
832,19,46
833,43,19
834,32,24
835,50,39
836,41,30
837,50,35
838,29,45
839,27,45
840,49,39
841,44,35
842,6,42
843,0,20
844,28,9
845,36,29
846,19,6
847,34,20
848,8,24
849,25,6
850,40,31
851,19,43
852,49,19
853,42,48
854,55,36
855,11,48
856,45,16
857,38,45
858,43,21
859,45,12
860,24,26
861,39,41
862,27,10
863,53,45
864,34,16
865,56,39
866,22,10
867,22,19
868,59,49
869,26,5
870,29,12
871,52,39
872,26,9
873,37,26
874,1,5
875,44,6
876,59,11
877,32,39
878,53,38
879,3,49
880,7,8
881,56,22
882,21,44
883,11,33
884,21,43
885,55,33
886,20,6
887,7,34
888,13,42
889,9,45
890,26,7
891,31,11
892,46,9
893,5,34
894,2,21
895,43,25
896,6,43
897,1,28
898,27,36
899,37,27
900,37,36
901,53,24
902,48,34
903,35,41
904,34,42
905,39,44
906,45,47
907,30,47
908,43,31
909,29,19
910,55,31
911,20,49
912,57,37
913,19,29
914,37,37
915,34,30
916,27,17
917,47,44
918,16,19
919,4,11
920,50,40
921,54,45
922,14,14
923,6,16
924,59,16
925,2,39
926,56,8
927,55,21
928,37,42
929,36,18
930,27,40
931,8,26
932,29,31
933,41,43
934,24,37
935,0,39
936,19,44
937,15,32
938,51,6
939,28,35
940,35,19
941,47,23
942,16,19
943,51,43
944,28,5
945,57,46
946,44,11
947,35,35
948,57,43
949,20,24
950,9,28
951,0,46
952,54,28
953,26,29
954,36,32
955,21,27
956,14,28
957,12,21
958,39,44
959,5,19
960,1,10
961,59,39
962,25,40
963,42,17
964,27,46
965,10,19
966,46,7
967,50,33
968,56,9
969,36,25
970,26,11
971,34,7
972,18,36
973,31,42
974,47,43
975,40,21
976,56,29
977,31,34
978,59,11
979,55,36
980,30,10
981,51,34
982,38,12
983,57,33
984,4,17
985,19,10
986,34,5
987,21,43
988,31,33
989,16,15
990,35,30
991,48,37
992,6,46
993,8,13
994,9,16
995,53,34
996,19,23
997,42,19
998,38,13
999,26,7
1000,9,22
1001,39,15
1002,40,11
1003,39,8
1004,52,27
1005,14,45
1006,49,28
1007,7,47
1008,50,46
1009,26,19
1010,29,19
1011,31,18
1012,15,49
1013,28,23
1014,52,20
1015,42,11
1016,16,48
1017,55,8
1018,14,5
1019,39,37
1020,9,27
1021,36,6
1022,59,33
1023,24,9
1024,15,20
1025,12,37
1026,2,44
1027,42,21
1028,36,19
1029,52,13
1030,20,17
1031,0,17
1032,42,25
1033,24,49
1034,40,17
1035,11,10
1036,24,12
1037,36,48
1038,4,25
1039,31,11
1040,8,15
1041,51,35
1042,56,41
1043,21,11
1044,22,37
1045,15,45
1046,34,35
1047,34,46
1048,49,10
1049,47,27
1050,32,7
1051,15,15
1052,49,49
1053,8,15
1054,19,10
1055,18,32
1056,14,9
1057,10,23
1058,27,31
1059,43,16
1060,15,18
1061,2,41
1062,47,41
1063,23,7
1064,40,38
1065,57,8
1066,28,14
1067,44,24
1068,58,26
1069,38,5
1070,39,33
1071,13,12
1072,47,27
1073,32,39
1074,51,41
1075,28,19
1076,57,25
1077,17,40
1078,15,43
1079,47,46
1080,23,43
1081,32,26
1082,2,20
1083,25,12
1084,16,47
1085,44,31
1086,1,20
1087,48,35
1088,5,24
1089,30,42
1090,43,22
1091,17,32
1092,54,21
1093,49,44
1094,54,34
1095,54,36
1096,49,44
1097,25,23
1098,32,23
1099,45,40
1100,59,22
1101,25,12
1102,27,47
1103,18,33
1104,15,40
1105,39,19
1106,12,41
1107,48,34
1108,55,33
1109,13,23
1110,28,8
1111,8,18
1112,46,25
1113,18,46
1114,57,45
1115,30,7
1116,8,26
1117,46,37
1118,47,7
1119,1,15
1120,54,9
1121,31,20
1122,57,14
1123,21,27
1124,52,11
1125,6,35
1126,16,20
1127,34,40
1128,11,36
1129,38,18
1130,42,46
1131,33,13
1132,39,27
1133,36,40
1134,10,29
1135,43,19
1136,37,45
1137,53,24
1138,26,24
1139,57,28
1140,0,19
1141,50,34
1142,3,5
1143,13,49
1144,47,34
1145,40,39
1146,24,43
1147,13,5
1148,22,48
1149,15,22
1150,52,11
1151,38,36
1152,30,46
1153,46,20
1154,4,10
1155,15,42
1156,19,45
1157,26,33
1158,52,9
1159,46,41
1160,51,43
1161,9,14
1162,18,38
1163,20,48
1164,51,46
1165,4,25
1166,43,17
1167,14,29
1168,33,6
1169,43,15
1170,13,40
1171,7,33
1172,28,25
1173,20,32
1174,23,25
1175,6,10
1176,1,12
1177,48,31
1178,47,48
1179,40,16
1180,1,28
1181,16,26
1182,58,20
1183,33,34
1184,42,48
1185,31,7
1186,38,10
1187,19,5
1188,32,19
1189,9,16
1190,47,32
1191,4,38
1192,21,24
1193,23,33
1194,16,7
1195,29,45
1196,38,27
1197,26,31
1198,44,28
1199,25,46
1200,21,33
1201,24,43
1202,30,45
1203,1,8
1204,40,40
1205,11,28
1206,21,20
1207,37,41
1208,58,34
1209,28,32
1210,32,16
1211,0,30
1212,2,15
1213,16,8
1214,45,15
1215,54,45
1216,51,17
1217,21,46
1218,5,36
1219,17,28
1220,51,29
1221,7,44
1222,32,11
1223,49,26
1224,49,37
1225,35,24
1226,29,38
1227,5,30
1228,7,39
1229,28,11
1230,29,28
1231,35,30
1232,32,45
1233,41,6
1234,7,13
1235,54,20
1236,59,5
1237,4,32
1238,6,19
1239,6,29
1240,36,14
1241,24,19
1242,26,26
1243,19,48
1244,38,28
1245,54,22
1246,31,7
1247,54,20
1248,32,5
1249,46,5
1250,15,13
1251,50,43
1252,59,15
1253,11,43
1254,9,32
1255,53,31
1256,57,30
1257,21,27
1258,10,23
1259,45,20
1260,42,24
1261,22,46
1262,2,31
1263,1,28
1264,54,20
1265,58,44
1266,12,23
1267,34,5
1268,53,32
1269,55,17
1270,33,15
1271,58,7
1272,51,40
1273,38,30
1274,17,21
1275,23,16
1276,0,43
1277,21,7
1278,36,21
1279,51,30
1280,13,40
1281,6,36
1282,3,48
1283,48,19
1284,55,12
1285,9,16
1286,38,18
1287,48,42
1288,38,21
1289,42,35
1290,27,13
1291,26,20
1292,5,7
1293,43,41
1294,15,5
1295,36,29
1296,26,42
1297,6,13
1298,19,35
1299,12,34
1300,58,34
1301,29,46
1302,14,28
1303,11,10
1304,30,35
1305,26,15
1306,25,5
1307,54,20
1308,23,32
1309,19,42
1310,21,21
1311,26,26
1312,48,7
1313,38,46
1314,40,30
1315,54,42
1316,46,36
1317,24,25
1318,53,14
1319,38,22
1320,49,30
1321,57,38
1322,3,28
1323,59,47
1324,21,38
1325,55,35
1326,6,34
1327,4,39
1328,2,23
1329,45,48
1330,20,22
1331,8,16
1332,26,12
1333,49,19
1334,58,5
1335,11,22
1336,33,16
1337,34,45
1338,44,43
1339,49,39
1340,12,43
1341,20,13
1342,59,16
1343,47,39
1344,32,8
1345,1,19
1346,38,10
1347,29,25
1348,17,16
1349,53,15
1350,0,22
1351,35,10
1352,54,36
1353,10,37
1354,55,11
1355,31,32
1356,23,32
1357,35,32
1358,28,22
1359,59,23
1360,8,42
1361,23,5
1362,12,37
1363,51,43
1364,26,5
1365,16,20
1366,1,32
1367,12,34
1368,0,10
1369,14,26
1370,54,35
1371,25,15
1372,55,27
1373,52,32
1374,51,23
1375,15,6
1376,51,46
1377,30,43
1378,21,49
1379,31,8
1380,11,48
1381,33,13
1382,8,11
1383,7,41
1384,22,49
1385,45,11
1386,19,14
1387,57,6
1388,48,38
1389,14,38
1390,35,13
1391,13,14
1392,26,5
1393,15,24
1394,29,34
1395,59,31
1396,37,30
1397,44,7
1398,23,25
1399,13,47
1400,39,49
1401,58,22
1402,53,22
1403,26,8
1404,40,31
1405,3,22
1406,19,31
1407,1,13
1408,52,21
1409,52,41
1410,13,37
1411,0,28
1412,16,6
1413,35,20
1414,1,27
1415,59,31
1416,35,33
1417,4,26
1418,30,42
1419,22,37
1420,41,19
1421,55,17
1422,34,43
1423,32,28
1424,25,12
1425,24,36
1426,32,33
1427,26,29
1428,18,18
1429,54,6
1430,21,5
1431,10,10
1432,28,30
1433,11,13
1434,29,15
1435,31,18
1436,40,36
1437,54,27
1438,24,32
1439,49,6
1440,11,33
1441,45,33
1442,10,35
1443,22,17
1444,32,27
1445,56,48
1446,23,43
1447,30,22
1448,25,40
1449,40,40
1450,4,14
1451,33,10
1452,16,42
1453,42,40
1454,54,25
1455,46,31
1456,9,36
1457,51,48
1458,32,44
1459,13,23
1460,11,14
1461,17,28
1462,9,35
1463,4,6
1464,11,44
1465,58,29
1466,12,11
1467,34,14
1468,0,11
1469,48,33
1470,41,36
1471,28,40
1472,26,5
1473,25,30
1474,55,41
1475,11,11
1476,44,21
1477,48,21
1478,25,9
1479,58,25
1480,54,41
1481,56,7
1482,52,27
1483,39,22
1484,32,22
1485,13,47
1486,52,14
1487,22,35
1488,13,37
1489,37,44
1490,43,29
1491,34,49
1492,40,23
1493,18,36
1494,36,23
1495,56,15
1496,2,13
1497,59,5
1498,29,47
1499,10,18
1500,7,17
1501,53,15
1502,8,43
1503,31,33
1504,45,29
1505,25,47
1506,59,15
1507,4,31
1508,36,21
1509,26,35
1510,10,38
1511,48,36
1512,35,13
1513,48,29
1514,8,15
1515,15,41
1516,13,48
1517,45,29
1518,27,36
1519,44,44
1520,9,46
1521,1,37
1522,49,14
1523,52,35
1524,44,31
1525,35,43
1526,26,23
1527,51,49
1528,7,26
1529,26,22
1530,4,46
1531,4,16
1532,50,32
1533,7,42
1534,38,18
1535,23,33
1536,37,43
1537,4,38
1538,2,8
1539,12,27
1540,34,35
1541,1,16
1542,16,36
1543,22,41
1544,45,32
1545,24,10
1546,27,46
1547,0,27
1548,26,6
1549,31,19
1550,46,33
1551,45,13
1552,24,42
1553,55,46
1554,34,11
1555,54,45
1556,9,25
1557,46,9
1558,19,11
1559,36,8
1560,1,32
1561,2,16
1562,11,17
1563,1,49
1564,52,45
1565,26,38
1566,2,6
1567,21,42
1568,52,25
1569,14,48
1570,55,24
1571,31,37
1572,13,26
1573,4,36
1574,23,43
1575,50,13
1576,52,30
1577,54,24
1578,21,10
1579,6,23
1580,27,18
1581,42,45
1582,29,49
1583,14,32
1584,23,22
1585,37,23
1586,27,21
1587,18,44
1588,10,35
1589,52,48
1590,38,12
1591,52,30
1592,5,25
1593,21,31
1594,37,12
1595,10,11
1596,18,5
1597,37,39
1598,33,9
1599,14,9
1600,6,23
1601,57,38
1602,33,33
1603,43,47
1604,4,23
1605,43,17
1606,19,44
1607,46,13
1608,25,26
1609,46,38
1610,54,24
1611,48,30
1612,1,36
1613,31,27
1614,39,17
1615,54,31
1616,3,13
1617,13,10
1618,42,20
1619,38,31
1620,35,37
1621,47,15
1622,22,13
1623,33,35
1624,52,23
1625,49,22
1626,1,35
1627,12,12
1628,8,19
1629,4,18
1630,14,19
1631,15,29
1632,2,21
1633,30,30
1634,56,36
1635,37,37
1636,58,14
1637,12,33
1638,41,42
1639,8,25
1640,19,9
1641,11,25
1642,1,14
1643,26,32
1644,31,23
1645,48,8
1646,20,9
1647,17,24
1648,4,19
1649,54,25
1650,14,46
1651,41,27
1652,7,40
1653,48,26
1654,3,17
1655,57,45
1656,52,49
1657,13,23
1658,24,42
1659,56,39
1660,11,27
1661,58,43
1662,37,34
1663,36,37
1664,0,41
1665,40,7
1666,20,17
1667,0,38
1668,5,38
1669,29,11
1670,43,8
1671,14,34
1672,9,41
1673,38,26
1674,4,47
1675,50,30
1676,38,27
1677,31,7
1678,27,20
1679,9,13
1680,21,28
1681,29,26
1682,24,25
1683,19,22
1684,48,14
1685,19,28
1686,6,34
1687,15,30
1688,7,39
1689,34,10
1690,22,20
1691,35,29
1692,34,14
1693,13,47
1694,45,40
1695,5,46
1696,1,24
1697,9,27
1698,27,14
1699,16,38
1700,10,38
1701,56,10
1702,51,42
1703,41,7
1704,7,9
1705,11,16
1706,52,7
1707,46,23
1708,28,9
1709,16,37
1710,28,23
1711,5,35
1712,57,47
1713,19,32
1714,13,6
1715,27,28
1716,14,15
1717,48,49
1718,19,24
1719,37,7
1720,36,41
1721,59,48
1722,10,44
1723,44,11
1724,37,37
1725,14,13
1726,53,31
1727,3,43
1728,26,26
1729,41,18
1730,4,30
1731,31,49
1732,54,20
1733,16,43
1734,56,47
1735,55,23
1736,21,7
1737,32,35
1738,59,42
1739,20,35
1740,16,11
1741,45,46
1742,49,16
1743,47,48
1744,10,34
1745,0,40
1746,16,5
1747,20,10
1748,19,26
1749,31,16
1750,1,18
1751,28,12
1752,57,49
1753,4,24
1754,57,47
1755,23,10
1756,28,43
1757,37,49
1758,39,11
1759,6,8
1760,27,47
1761,48,24
1762,37,21
1763,24,23
1764,55,31
1765,19,10
1766,46,47
1767,16,13
1768,41,48
1769,4,44
1770,12,41
1771,46,35
1772,19,26
1773,48,36
1774,34,25
1775,34,48
1776,41,24
1777,14,43
1778,39,46
1779,16,34
1780,33,6
1781,29,23
1782,50,38
1783,50,18
1784,48,45
1785,12,12
1786,4,32
1787,20,32
1788,11,49
1789,18,44
1790,16,46
1791,1,21
1792,31,6
1793,51,31
1794,43,29
1795,38,10
1796,3,30
1797,7,23
1798,6,48
1799,37,27
1800,54,13
1801,5,23
1802,16,32
1803,6,46
1804,12,12
1805,40,8
1806,44,36
1807,14,39
1808,35,29
1809,14,45
1810,47,18
1811,26,33
1812,36,35
1813,18,9
1814,2,42
1815,11,8
1816,56,25
1817,44,13
1818,14,44
1819,6,15
1820,48,6
1821,47,33
1822,54,45
1823,24,6
1824,11,5
1825,41,45
1826,16,17
1827,28,22
1828,26,35
1829,0,9
1830,41,12
1831,31,14
1832,35,12
1833,45,46
1834,42,48
1835,16,24
1836,45,19
1837,21,38
1838,41,8
1839,25,33
1840,2,21
1841,11,41
1842,20,14
1843,2,22
1844,44,16
1845,15,22
1846,31,42
1847,14,9
1848,13,28
1849,21,11
1850,3,18
1851,15,15
1852,23,27
1853,16,37
1854,58,27
1855,45,24
1856,12,6
1857,20,8
1858,17,28
1859,40,46
1860,55,31
1861,44,13
1862,48,42
1863,36,28
1864,17,37
1865,3,21
1866,56,40
1867,35,33
1868,31,23
1869,37,17
1870,34,20
1871,30,10
1872,24,36
1873,40,20
1874,28,35
1875,3,16
1876,36,15
1877,5,10
1878,26,14
1879,38,25
1880,46,28
1881,28,22
1882,49,12
1883,1,34
1884,3,13
1885,7,47
1886,38,33
1887,47,39
1888,19,46
1889,13,43
1890,50,22
1891,59,35
1892,1,38
1893,36,18
1894,15,37
1895,4,30
1896,26,27
1897,45,33
1898,4,7
1899,38,39
1900,25,36
1901,46,37
1902,35,8
1903,2,34
1904,1,9
1905,52,29
1906,16,6
1907,11,25
1908,17,27
1909,59,19
1910,31,30
1911,37,20
1912,14,10
1913,40,39
1914,18,21
1915,48,6
1916,50,40
1917,10,17
1918,44,44
1919,58,42
1920,46,13
1921,7,48
1922,5,10
1923,40,11
1924,49,23
1925,48,28
1926,20,17
1927,56,30
1928,4,37
1929,44,12
1930,31,31
1931,26,30
1932,6,12
1933,52,35
1934,56,35
1935,48,11
1936,25,17
1937,21,21
1938,51,28
1939,30,33
1940,52,37
1941,38,7
1942,28,34
1943,31,30
1944,34,34
1945,7,33
1946,12,44
1947,52,45
1948,40,18
1949,1,24
1950,18,28
1951,35,46
1952,52,15
1953,37,8
1954,36,49
1955,37,26
1956,55,6
1957,27,8
1958,27,25
1959,44,27
1960,18,18
1961,43,27
1962,51,11
1963,5,6
1964,0,14
1965,12,27
1966,7,40
1967,22,33
1968,20,49
1969,26,46
1970,31,36
1971,7,37
1972,4,25
1973,25,33
1974,14,13
1975,29,49
1976,28,21
1977,36,33
1978,24,27
1979,14,29
1980,46,26
1981,57,35
1982,4,34
1983,20,38
1984,3,45
1985,33,39
1986,15,22
1987,28,41
1988,4,38
1989,43,49
1990,43,20
1991,35,25
1992,51,21
1993,54,6
1994,24,29
1995,44,15
1996,45,7
1997,10,26
1998,9,35
1999,4,39
